Name,Latitude,Longitude
La piñuela,6.281339597622486,-75.55596441156601
Lalinde,6.212909620602762,-75.56696874723774
Las Acacias,6.241226441894449,-75.60091122183971
Las Brisas,6.308476888820643,-75.56167799942048
Las Esmeraldas,6.278930974167461,-75.55469304693715
Las Estancias,6.2324485581743785,-75.53285830566084
Las Granjas,6.278903401629572,-75.54819713920762
Las Independencias,6.2492918988592505,-75.62376994868157
Las Lomas No.1,6.21108099754319,-75.56206872426165
Las Lomas No.2,6.210751292692196,-75.55731103360812
Las Mercedes,6.235945028663596,-75.61003816757069
Las Palmas,6.2024217921577876,-75.54117803883453
Las Palmas,6.239673444233989,-75.56538798554033
Las Playas,6.220618126614487,-75.59554993240792
Las Playas,6.282675248974655,-75.65103782998683
Las Violetas,6.2321545071780475,-75.61396024735433
Laureles,6.24325537868836,-75.5955700546328
Lopez de  Mesa,6.28364369281593,-75.58123601668655
Lorena,6.248175938320333,-75.59855210188297
Loreto,6.23075517096006,-75.55759775411146
Los Alcázares,6.260784255204074,-75.60457711526844
Los Alpes,6.230501738907326,-75.60781971796192
Los Balsos No.1,6.188585222611299,-75.5608143586324
Los Balsos No.2,6.195550799976109,-75.57041495085275
Los Cerros El Vergel,6.233788844641049,-75.54423980691018
Los Colores,6.266095480278705,-75.59247431648564
Los Conquistadores,6.242459349842289,-75.58268543541288
Los Mangos,6.2506564683745,-75.54483734842337
Los Naranjos,6.196050504046027,-75.55911696487276
Los Pinos,6.252155294573655,-75.59888377394566
Los Ángeles,6.252517637333747,-75.55820232347419
Manila,6.21337840382446,-75.57324245647567
Manrique Central No.1,6.265974364843522,-75.55714991893862
Manrique Central No.2,6.2644987638044265,-75.55352508938506
Manrique Oriental,6.264174309763606,-75.54934590264828
María Cano-Carambolas,6.282341053283031,-75.53981164275955
Mazo,6.251795389766867,-75.50121950618299
Media Luna,6.235049722541728,-75.51582815534996
Metropolitano,6.263772265599164,-75.60877652105513
Mirador del Doce,6.303203754746888,-75.58325272588925
Miraflores,6.237114720718384,-75.55004540941357
Miranda,6.275102522509002,-75.56263649129689
Miravalle,6.235574116408857,-75.60027184308426
Montañita,6.194688249894804,-75.67325875425391
Monteclaro,6.28779044010874,-75.59988323954555
Moravia,6.278581523195632,-75.56678389904627
Moscú No.1,6.291568639648241,-75.55372518707702
Moscú No.2,6.289939894439491,-75.54927297803684
Naranjal,6.250791760973252,-75.58413105395633
Naranjal,6.306663444585875,-75.66159537757818
Nueva Villa de La Iguaná,6.260365866611313,-75.58177852547534
Nueva Villa del Aburrá,6.235634697393034,-75.60391324968772
Nuevos Conquistadores,6.250440785672914,-75.6282051801655
Ocho de Marzo,6.228259411901697,-75.52965761629783
Olaya Herrera,6.273156089932221,-75.61347756048625
Oleoducto,6.28436023324883,-75.5691210229514
Oriente,6.275744805001231,-75.54003788633591
Pablo VI,6.303408792843269,-75.55326331329218
Pajarito,6.283874322603414,-75.60549558696025
Pajarito,6.293424211399448,-75.60687859784628
Palenque,6.279096490837878,-75.59465337394165
Palermo,6.28713496704836,-75.56422256625693
Palmitas Sector Central,6.3445370127468275,-75.67024437912693
Parque Juan Pablo II,6.219193432355238,-75.5899774440466
Parque Norte,6.272277928340925,-75.56798871060637
Patio Bonito,6.2063963919765515,-75.57556274583374
Pedregal,6.300892931196091,-75.57325406497682
Pedregal Alto,6.28676771997774,-75.62864547390616
Perpetuo Socorro,6.234319335842472,-75.57308117161698
Picachito,6.300187480345396,-75.58539443901103
Picacho,6.2964099326823275,-75.5842262803951
Piedra Gorda,6.2364482725491746,-75.49578310459988
Piedras Blancas - Matasano,6.273219392857074,-75.51781513113687
Playón de Los Comuneros,6.306826676335934,-75.55279193509676
Plaza de Ferias,6.299782582377654,-75.56250360800668
Popular,6.3002784128765255,-75.54689073641228
Potrera Miserenga,6.357444425436733,-75.68907281779181
Potrerito,6.183216352747076,-75.67191253430306
Prado,6.259687863850311,-75.56165488433084
Progreso No.2,6.3066980144955815,-75.58304283557007
Robledo,6.275776629596468,-75.59770637490111
Rosales,6.235304234760656,-75.5907511552747
San Antonio,6.238027287308074,-75.53639885151011
San Antonio de Prado,6.180549297514728,-75.64741272243447
San Benito,6.254307174579084,-75.57325388093285
San Bernardo,6.226075772695994,-75.59558003140928
San Diego,6.232839273163399,-75.56776191565683
San Germán,6.268950259693298,-75.58845675100376
San Isidro,6.286889156833478,-75.56061349982384
San Javier No.1,6.255831199595638,-75.61731026615685
San Javier No.2,6.2580215745098515,-75.61423083622968
San Joaquín,6.246399881067516,-75.58555718443048
San José,6.169797122119984,-75.6533760071764
San José La Cima No.1,6.283731519907617,-75.54257510061217
San José La Cima No.2,6.278421926560114,-75.54322017279284
San José de La Montaña,6.310251311517265,-75.63889590852553
San José del Manzanillo,6.206461720855666,-75.61091927604161
San Lucas,6.181352508824795,-75.56494903270993
San Martín de Porres,6.2945382434406945,-75.58042768867993
San Miguel,6.255160011918827,-75.55596512062215
San Pablo,6.287544313653214,-75.54591903026962
San Pablo,6.234913423062002,-75.62898441296906
San Pedro,6.266960765001187,-75.5607002673316
Santa Cruz,6.293217241716201,-75.55889325259155
Santa Elena Sector Central,6.209486118747852,-75.49840676506203
Santa Fé,6.2224057402014825,-75.58114665009204
Santa Inés,6.272945811788875,-75.54724613633708
Santa Lucía,6.257713736074457,-75.6071510086676
Santa Margarita,6.275870444036196,-75.61538324806776
Santa María de Los Ángeles,6.190450803696123,-75.57975250718914
Santa Mónica,6.248100517795549,-75.61336619669844
Santa Rosa de Lima,6.2649885460349335,-75.60638040681182
Santa Teresita,6.2435592791907855,-75.61178855003045
Santander,6.3070636853772,-75.57469441253622
Santo Domingo Savio No.1,6.2969634749236185,-75.5439158362394
Santo Domingo Savio No.2,6.299277132784452,-75.53976735407365
Sevilla,6.266490458256113,-75.56472190719259
Simón Bolívar,6.245929908594951,-75.60515519137658
Sin Nombre,6.2528339007023765,-75.61288535869288
Sin Nombre,6.2227979523465216,-75.60143066397124
Sucre,6.24521994152901,-75.55175212860351
Suramericana,6.254668987904198,-75.58291722397995
Tejelo,6.305850634040259,-75.56875357360643
Tenche,6.231246010883284,-75.58032824869515
Terminal de Transporte,6.278427790948311,-75.57099455826334
Toscana,6.307394899167023,-75.55854156194732
Travesías,6.287884939523969,-75.64334985805884
Trece de Noviembre,6.246622110962393,-75.54101648531358
Tricentenario,6.291341243613257,-75.56635380660906
Trinidad,6.2276360093529775,-75.58336044853813
U.D. Atanasio Girardot,6.2564825336325836,-75.59011636742288
U.P.B,6.24226336176524,-75.58949455380804
Universidad Nacional,6.262530347134717,-75.57617196958023
Universidad de Antioquia,6.2675060377671,-75.56922699438466
Urquita,6.3669664769618874,-75.69037254126386
Veinte de Julio,6.252229459150885,-75.620993243292
Versalles No.1,6.264672565869201,-75.54392128376065
Versalles No.2,6.264985228986246,-75.5396706822378
Villa Carlota,6.2199446242293925,-75.57355040368108
Villa Flora,6.279616025112731,-75.5908406273746
Villa Guadalupe,6.287398229367709,-75.55169490068522
Villa Hermosa,6.257727540625679,-75.54995247176387
Villa Lilliam,6.23558857421737,-75.53307041593159
Villa Niza,6.296222212878263,-75.55765797602993
Villa Nueva,6.253467738857897,-75.56367577558004
Villa Turbay,6.237172562799421,-75.5300713304358
Villa del Socorro,6.294672095735861,-75.55293404387717
Villatina,6.2370236319114785,-75.53957761594505
Volcana Guayabal,6.31916006110051,-75.6789161595231
Yarumalito,6.22851094078429,-75.6927658531668
Yolombo,6.30446299430554,-75.61393303910182
Área de Expansión Altavista,6.221182517017287,-75.61398153938653
Área de Expansión Belén Rincón,6.2147096260957095,-75.60695496870392
Área de Expansión El Noral,6.237997836466465,-75.61682664945332
Área de Expansión Pajarito,6.2843956920735575,-75.6134978465039
Área de Expansión San Antonio de Prado,6.17758096922262,-75.65503549479456
Área de Expansión San Cristóbal,6.2699437680647625,-75.60823854909401
